tweet_id,time_created,tweet_length,source,retweet_count,favorite_count,timestamp,rating_numerator,rating_denominator,name,dog_stage,breed,confidence
887517139158093824,Wed Jul 19 00:47:34 +0000 2017,99,Twitter for iPhone,14955,59940,2017-07-19 00:47:34+00:00,14,10,None,None,Newfoundland,0.278407
887473957103951883,Tue Jul 18 16:08:03 +0000 2017,88,Twitter for iPhone,8777,29466,2017-07-18 16:08:03+00:00,13,10,Canela,None,golden_retriever,0.8587440000000001
887343217045368832,Tue Jul 18 00:07:08 +0000 2017,129,Twitter for iPhone,4971,26876,2017-07-18 00:07:08+00:00,13,10,None,None,malamute,0.3368739999999999
887101392804085760,Mon Jul 17 16:17:36 +0000 2017,101,Twitter for iPhone,6289,30233,2017-07-17 16:17:36+00:00,12,10,None,None,none,0.0
886983233522544640,Sun Jul 16 23:58:41 +0000 2017,121,Twitter for iPhone,2618,10455,2017-07-16 23:58:41+00:00,13,10,Maya,None,soft-coated_wheaten_terrier,0.326467
886736880519319552,Sun Jul 16 20:14:00 +0000 2017,71,Twitter for iPhone,3722,19646,2017-07-16 20:14:00+00:00,13,10,Mingus,None,Chihuahua,0.978108
886680336477933568,Sat Jul 15 23:25:31 +0000 2017,131,Twitter for iPhone,2612,18488,2017-07-15 23:25:31+00:00,13,10,Derek,None,black-and-tan_coonhound,0.529139
886366144734445568,Sat Jul 15 16:51:35 +0000 2017,105,Twitter for iPhone,4,105,2017-07-15 16:51:35+00:00,12,10,Roscoe,pupper,none,0.0
886267009285017600,Sat Jul 15 16:17:19 +0000 2017,94,Twitter for iPhone,5256,24432,2017-07-15 16:17:19+00:00,12,10,None,None,toy_terrier,0.14968
886258384151887873,Sat Jul 15 02:45:48 +0000 2017,26,Twitter for iPhone,93,0,2017-07-15 02:45:48+00:00,13,10,Waffles,None,Blenheim_spaniel,0.906777
885984800019947520,Thu Jul 13 15:58:47 +0000 2017,109,Twitter for iPhone,5307,31479,2017-07-13 15:58:47+00:00,12,10,Jimbo,None,Irish_terrier,0.104109
885528943205470208,Thu Jul 13 15:19:09 +0000 2017,47,Twitter for iPhone,3100,17931,2017-07-13 15:19:09+00:00,13,10,Maisey,None,Chesapeake_Bay_retriever,0.18413
885518971528720385,Thu Jul 13 01:35:06 +0000 2017,109,Twitter for iPhone,15375,0,2017-07-13 01:35:06+00:00,14,10,None,None,Chihuahua,0.6718529999999999
885167619883638784,Wed Jul 12 00:01:00 +0000 2017,93,Twitter for iPhone,14947,66934,2017-07-12 00:01:00+00:00,13,10,None,None,dalmatian,0.278954
884925521741709313,Tue Jul 11 20:47:12 +0000 2017,118,Twitter for iPhone,4639,24285,2017-07-11 20:47:12+00:00,12,10,Earl,None,Ibizan_hound,0.0443334
884876753390489601,Tue Jul 11 00:00:02 +0000 2017,66,Twitter for iPhone,3896,21231,2017-07-11 00:00:02+00:00,13,10,Lola,None,Border_collie,0.4478029999999999
884562892145688576,Mon Jul 10 15:58:53 +0000 2017,136,Twitter for iPhone,4778,23787,2017-07-10 15:58:53+00:00,13,10,Kevin,None,German_shepherd,0.975401
884441805382717440,Mon Jul 10 03:08:17 +0000 2017,104,Twitter for iPhone,16830,63037,2017-07-10 03:08:17+00:00,14,10,None,None,Labrador_retriever,0.887707
884247878851493888,Sun Jul 09 21:29:42 +0000 2017,140,Twitter for iPhone,2493,17879,2017-07-09 21:29:42+00:00,13,10,None,None,miniature_poodle,0.546933
884162670584377345,Sun Jul 09 00:00:04 +0000 2017,137,Twitter for iPhone,2849,19075,2017-07-09 00:00:04+00:00,12,10,Yogi,doggo,miniature_pinscher,0.167175
883838122936631299,Sat Jul 08 00:28:19 +0000 2017,112,Twitter for iPhone,8227,40030,2017-07-08 00:28:19+00:00,12,10,Noah,None,Italian_greyhound,0.618316
883482846933004288,Fri Jul 07 16:22:55 +0000 2017,139,Twitter for iPhone,3061,19872,2017-07-07 16:22:55+00:00,5,10,Bella,None,none,0.0
883360690899218434,Fri Jul 07 00:17:54 +0000 2017,111,Twitter for iPhone,5512,32375,2017-07-07 00:17:54+00:00,13,10,Grizzwald,floofer,English_setter,0.328792
883117836046086144,Thu Jul 06 15:58:11 +0000 2017,108,Twitter for iPhone,3230,20906,2017-07-06 15:58:11+00:00,13,10,None,None,miniature_schnauzer,0.496953
882992080364220416,Thu Jul 06 00:46:41 +0000 2017,114,Twitter for iPhone,4079,24686,2017-07-06 00:46:41+00:00,13,10,Rusty,None,Maltese_dog,0.359383
882762694511734784,Wed Jul 05 15:48:34 +0000 2017,136,Twitter for iPhone,5045,24513,2017-07-05 15:48:34+00:00,12,10,Gus,pupper,Airedale,0.448459
882627270321602560,Tue Jul 04 16:01:23 +0000 2017,114,Twitter for iPhone,9587,39040,2017-07-04 16:01:23+00:00,13,10,Stanley,None,none,0.0
882268110199369728,Tue Jul 04 01:18:17 +0000 2017,133,Twitter for iPhone,4067,25605,2017-07-04 01:18:17+00:00,13,10,Alfy,None,none,0.0
882045870035918850,Mon Jul 03 16:04:48 +0000 2017,67,Twitter for iPhone,2842,21370,2017-07-03 16:04:48+00:00,13,10,Koko,None,Rottweiler,0.0624899
881906580714921986,Mon Jul 03 00:11:11 +0000 2017,115,Twitter for iPhone,8916,44390,2017-07-03 00:11:11+00:00,12,10,Rey,None,none,0.0
881666595344535552,Sun Jul 02 21:58:53 +0000 2017,91,Twitter for iPhone,8,113,2017-07-02 21:58:53+00:00,13,10,Gary,None,golden_retriever,0.765266
881633300179243008,Sun Jul 02 15:32:16 +0000 2017,130,Twitter for iPhone,13352,43275,2017-07-02 15:32:16+00:00,17,10,None,None,Chesapeake_Bay_retriever,0.825678
881536004380872706,Sat Jul 01 21:49:04 +0000 2017,138,Twitter for iPhone,4484,20421,2017-07-01 21:49:04+00:00,14,10,None,pupper,none,0.0
881268444196462592,Fri Jun 30 23:47:07 +0000 2017,72,Twitter for iPhone,2325,14992,2017-06-30 23:47:07+00:00,12,10,Elliot,None,Chihuahua,0.4836819999999999
880935762899988482,Fri Jun 30 19:35:32 +0000 2017,137,Twitter for iPhone,3192,18646,2017-06-30 19:35:32+00:00,13,10,Louis,None,Chihuahua,0.959514
880872448815771648,Thu Jun 29 16:39:47 +0000 2017,114,Twitter for iPhone,5194,24917,2017-06-29 16:39:47+00:00,12,10,None,None,Pembroke,0.741563
880465832366813184,Thu Jun 29 00:27:25 +0000 2017,108,Twitter for iPhone,3449,23565,2017-06-29 00:27:25+00:00,12,10,Bella,None,West_Highland_white_terrier,0.747713
880221127280381952,Wed Jun 28 16:09:20 +0000 2017,129,Twitter for iPhone,3636,24226,2017-06-28 16:09:20+00:00,12,10,Jesse,None,toy_poodle,0.535411
880095782870896641,Wed Jun 28 00:42:13 +0000 2017,91,Twitter for iPhone,2915,19632,2017-06-28 00:42:13+00:00,11,10,None,None,golden_retriever,0.471351
879862464715927552,Tue Jun 27 12:14:36 +0000 2017,31,Twitter for iPhone,9,281,2017-06-27 12:14:36+00:00,13,10,Romeo,None,miniature_pinscher,0.140173
879674319642796034,Tue Jun 27 00:10:17 +0000 2017,90,Twitter for iPhone,2619,20638,2017-06-27 00:10:17+00:00,14,10,None,None,giant_schnauzer,0.8412649999999999
879492040517615616,Mon Jun 26 19:07:24 +0000 2017,82,Twitter for iPhone,37233,92458,2017-06-26 19:07:24+00:00,12,10,Bailey,None,toy_poodle,0.266437
879415818425184262,Mon Jun 26 16:31:08 +0000 2017,125,Twitter for iPhone,2635,14792,2017-06-26 16:31:08+00:00,13,10,Duddles,None,soft-coated_wheaten_terrier,0.318981
879376492567855104,Mon Jun 26 00:13:58 +0000 2017,130,Twitter for iPhone,5713,0,2017-06-26 00:13:58+00:00,12,10,Jack,None,vizsla,0.2592489999999999
879050749262655488,Sun Jun 25 16:07:47 +0000 2017,94,Twitter for iPhone,2232,16711,2017-06-25 16:07:47+00:00,11,10,Steven,None,none,0.0
879008229531029506,Sun Jun 25 00:45:22 +0000 2017,126,Twitter for iPhone,3420,17066,2017-06-25 00:45:22+00:00,13,10,Beau,None,Rottweiler,0.28364
878776093423087618,Sat Jun 24 13:24:20 +0000 2017,45,Twitter for iPhone,5899,26347,2017-06-24 13:24:20+00:00,13,10,Snoopy,puppo,Siberian_husky,0.694904
878604707211726852,Sat Jun 24 00:09:53 +0000 2017,140,Twitter for iPhone,1069,0,2017-06-24 00:09:53+00:00,13,10,None,None,golden_retriever,0.462556
878281511006478336,Fri Jun 23 01:10:23 +0000 2017,115,Twitter for iPhone,5713,37012,2017-06-23 01:10:23+00:00,13,10,Shadow,None,Saint_Bernard,0.381377
878057613040115712,Thu Jun 22 03:54:17 +0000 2017,93,Twitter for iPhone,15737,68954,2017-06-22 03:54:17+00:00,14,10,Emmy,None,Rottweiler,0.999091
877736472329191424,Wed Jun 21 19:36:23 +0000 2017,98,Twitter for iPhone,70,0,2017-06-21 19:36:23+00:00,13,10,Aja,None,none,0.0
877556246731214848,Wed Jun 21 00:06:44 +0000 2017,137,Twitter for iPhone,4322,24056,2017-06-21 00:06:44+00:00,12,10,Penny,None,Labrador_retriever,0.8256700000000001
877316821321428993,Tue Jun 20 16:29:50 +0000 2017,128,Twitter for iPhone,4604,23782,2017-06-20 16:29:50+00:00,13,10,Dante,None,Tibetan_terrier,0.676376
877201837425926144,Mon Jun 19 16:24:33 +0000 2017,125,Twitter for iPhone,2795,18160,2017-06-19 16:24:33+00:00,12,10,Nelly,None,toy_poodle,0.304175
876838120628539392,Sun Jun 18 20:30:39 +0000 2017,117,Twitter for iPhone,3962,20975,2017-06-18 20:30:39+00:00,12,10,Ginger,pupper,borzoi,0.852088
876537666061221889,Sun Jun 18 16:57:37 +0000 2017,127,Twitter for iPhone,1991,16510,2017-06-18 16:57:37+00:00,14,10,None,None,Chihuahua,0.143957
876484053909872640,Sat Jun 17 16:52:05 +0000 2017,140,Twitter for iPhone,3891,24607,2017-06-17 16:52:05+00:00,13,10,Benedict,None,Labrador_retriever,0.996709
876120275196170240,Fri Jun 16 16:11:53 +0000 2017,125,Twitter for iPhone,3566,22028,2017-06-16 16:11:53+00:00,13,10,Venti,None,beagle,0.636169
875747767867523072,Thu Jun 15 00:13:52 +0000 2017,133,Twitter for iPhone,4133,19359,2017-06-15 00:13:52+00:00,13,10,Goose,None,Italian_greyhound,0.125176
875144289856114688,Wed Jun 14 21:06:43 +0000 2017,96,Twitter for iPhone,5095,24161,2017-06-14 21:06:43+00:00,13,10,Nugget,None,Chesapeake_Bay_retriever,0.0881223999999999
875097192612077568,Wed Jun 14 16:04:48 +0000 2017,115,Twitter for iPhone,3954,22484,2017-06-14 16:04:48+00:00,13,10,None,None,golden_retriever,0.633037
875021211251597312,Tue Jun 13 17:29:20 +0000 2017,92,Twitter for iPhone,3908,24496,2017-06-13 17:29:20+00:00,12,10,None,None,Pembroke,0.435254
874680097055178752,Tue Jun 13 01:14:41 +0000 2017,127,Twitter for iPhone,12163,0,2017-06-13 01:14:41+00:00,12,10,Cash,None,Yorkshire_terrier,0.618957
874296783580663808,Mon Jun 12 00:15:36 +0000 2017,129,Twitter for iPhone,3368,20051,2017-06-12 00:15:36+00:00,13,10,Jed,pupper,toy_poodle,0.787424
874057562936811520,Sun Jun 11 21:18:31 +0000 2017,139,Twitter for iPhone,8553,30020,2017-06-11 21:18:31+00:00,12,10,None,None,none,0.0
874012996292530176,Sat Jun 10 16:39:04 +0000 2017,135,Twitter for iPhone,3333,21308,2017-06-10 16:39:04+00:00,13,10,Sebastian,puppo,none,0.0
873580283840344065,Fri Jun 09 16:22:42 +0000 2017,140,Twitter for iPhone,1327,6297,2017-06-09 16:22:42+00:00,13,10,None,None,none,0.0
873213775632977920,Thu Jun 08 14:20:41 +0000 2017,140,Twitter for iPhone,3158,13021,2017-06-08 14:20:41+00:00,12,10,Sierra,pupper,none,0.0
872967104147763200,Thu Jun 08 01:06:27 +0000 2017,116,Twitter for iPhone,3058,18260,2017-06-08 01:06:27+00:00,12,10,None,doggo,West_Highland_white_terrier,0.360465
872820683541237760,Wed Jun 07 16:14:40 +0000 2017,133,Twitter for iPhone,7686,35980,2017-06-07 16:14:40+00:00,13,10,None,None,none,0.0
872620804844003328,Tue Jun 06 00:01:46 +0000 2017,136,Twitter for iPhone,9212,32964,2017-06-06 00:01:46+00:00,13,10,Monkey,None,flat-coated_retriever,0.508392
872486979161796608,Mon Jun 05 16:15:56 +0000 2017,134,Twitter for iPhone,2958,17807,2017-06-05 16:15:56+00:00,12,10,None,None,Chihuahua,0.187155
872261713294495745,Sun Jun 04 23:56:03 +0000 2017,140,Twitter for iPhone,2926,17839,2017-06-04 23:56:03+00:00,13,10,Harry,None,miniature_pinscher,0.2142
872122724285648897,Sun Jun 04 00:46:17 +0000 2017,124,Twitter for iPhone,4880,0,2017-06-04 00:46:17+00:00,12,10,Kody,None,malamute,0.967275
871879754684805121,Sat Jun 03 20:33:19 +0000 2017,25,Twitter for iPhone,4658,18493,2017-06-03 20:33:19+00:00,13,10,Lassie,None,none,0.0
871762521631449091,Sat Jun 03 15:55:36 +0000 2017,136,Twitter for iPhone,3213,20094,2017-06-03 15:55:36+00:00,12,10,Rover,pupper,none,0.0
871515927908634625,Sat Jun 03 00:48:22 +0000 2017,136,Twitter for iPhone,5265,29706,2017-06-03 00:48:22+00:00,12,10,Napolean,doggo,miniature_pinscher,0.106003
871102520638267392,Fri Jun 02 15:00:16 +0000 2017,114,Twitter for iPhone,2190,10857,2017-06-02 15:00:16+00:00,14,10,None,doggo,Pomeranian,0.8004319999999999
871032628920680449,Thu Jun 01 20:18:38 +0000 2017,139,Twitter for iPhone,22660,73702,2017-06-01 20:18:38+00:00,13,10,Boomer,None,Norwegian_elkhound,0.298881
870804317367881728,Thu Jun 01 16:00:09 +0000 2017,125,Twitter for iPhone,3535,19415,2017-06-01 16:00:09+00:00,11,10,None,None,none,0.0
870726314365509632,Wed May 31 23:43:25 +0000 2017,140,Twitter for iPhone,7052,32312,2017-05-31 23:43:25+00:00,10,10,None,None,boxer,0.196655
870656317836468226,Wed May 31 04:27:59 +0000 2017,110,Twitter for iPhone,8662,37880,2017-05-31 04:27:59+00:00,13,10,Cody,None,Labrador_retriever,0.209051
870374049280663552,Tue May 30 23:51:58 +0000 2017,139,Twitter for iPhone,5365,24966,2017-05-30 23:51:58+00:00,13,10,Zoey,None,none,0.0
870308999962521604,Tue May 30 16:49:31 +0000 2017,139,Twitter for iPhone,2629,14139,2017-05-30 16:49:31+00:00,13,10,Rumble,None,Pembroke,0.548896
870063196459192321,Mon May 29 16:24:37 +0000 2017,127,Twitter for iPhone,3191,18077,2017-05-29 16:24:37+00:00,14,10,Clifford,None,none,0.0
869772420881756160,Sun May 28 01:26:04 +0000 2017,140,Twitter for iPhone,1744,0,2017-05-28 01:26:04+00:00,13,10,Dewey,None,Chihuahua,0.664834
869702957897576449,Sun May 28 00:18:35 +0000 2017,102,Twitter for iPhone,4447,23561,2017-05-28 00:18:35+00:00,13,10,Stanley,None,Blenheim_spaniel,0.958402
869596645499047938,Sat May 27 19:39:34 +0000 2017,139,Twitter for iPhone,1744,8935,2017-05-27 19:39:34+00:00,12,10,Scout,doggo,Labrador_retriever,0.65518
869227993411051520,Fri May 26 00:29:37 +0000 2017,127,Twitter for iPhone,3554,21517,2017-05-26 00:29:37+00:00,13,10,Gizmo,None,chow,0.395101
868880397819494401,Thu May 25 16:10:44 +0000 2017,61,Twitter for iPhone,6228,30143,2017-05-25 16:10:44+00:00,14,10,Walter,None,none,0.0
868622495443632128,Tue May 23 17:40:04 +0000 2017,64,Twitter for iPhone,100,0,2017-05-23 17:40:04+00:00,13,10,None,None,Chihuahua,0.7345470000000001
868552278524837888,Tue May 23 16:16:06 +0000 2017,132,Twitter for iPhone,6755,28603,2017-05-23 16:16:06+00:00,12,10,Cooper,None,Pembroke,0.0944294
867900495410671616,Mon May 22 18:21:28 +0000 2017,50,Twitter for iPhone,4120,17814,2017-05-22 18:21:28+00:00,12,10,None,None,Pembroke,0.48483
867774946302451713,Mon May 22 16:06:55 +0000 2017,134,Twitter for iPhone,2954,17067,2017-05-22 16:06:55+00:00,13,10,Harold,None,soft-coated_wheaten_terrier,0.4063739999999999
867421006826221569,Mon May 22 00:28:40 +0000 2017,106,Twitter for iPhone,30066,108475,2017-05-22 00:28:40+00:00,12,10,Shikha,puppo,golden_retriever,0.215944
867051520902168576,Sun May 21 00:53:21 +0000 2017,121,Twitter for iPhone,7137,0,2017-05-21 00:53:21+00:00,13,10,None,None,Eskimo_dog,0.0327838
866720684873056260,Fri May 19 00:12:11 +0000 2017,127,Twitter for iPhone,4272,23508,2017-05-19 00:12:11+00:00,13,10,None,None,Labrador_retriever,0.0999648
866686824827068416,Thu May 18 00:50:50 +0000 2017,117,Twitter for iPhone,6638,24958,2017-05-18 00:50:50+00:00,12,10,Lili,None,standard_poodle,0.587372
866450705531457537,Wed May 17 16:00:15 +0000 2017,117,Twitter for iPhone,7477,28749,2017-05-17 16:00:15+00:00,13,10,Jamesy,pupper,Staffordshire_bullterrier,0.412879
866334964761202691,Tue May 16 00:41:21 +0000 2017,129,Twitter for iPhone,2571,13020,2017-05-16 00:41:21+00:00,12,10,Coco,None,basenji,0.0553793999999999
865718153858494464,Mon May 15 00:02:33 +0000 2017,117,Twitter for iPhone,3579,18367,2017-05-15 00:02:33+00:00,13,10,Boomer,None,Lakeland_terrier,0.372988
865359393868664832,Sun May 14 00:34:33 +0000 2017,91,Twitter for iPhone,3613,13631,2017-05-14 00:34:33+00:00,13,10,Sammy,None,American_Staffordshire_terrier,0.2676949999999999
865006731092295680,Sat May 13 19:11:30 +0000 2017,140,Twitter for iPhone,2085,0,2017-05-13 19:11:30+00:00,13,10,Nelly,None,none,0.0
864873206498414592,Sat May 13 16:33:49 +0000 2017,128,Twitter for iPhone,4545,21221,2017-05-13 16:33:49+00:00,14,10,None,None,Shih-Tzu,0.985649
864279568663928832,Sat May 13 16:15:35 +0000 2017,134,Twitter for iPhone,80,1956,2017-05-13 16:15:35+00:00,12,10,Meatball,None,none,0.0
864197398364647424,Fri May 12 17:12:53 +0000 2017,139,Twitter for iPhone,949,7864,2017-05-12 17:12:53+00:00,13,10,Paisley,None,none,0.0
863907417377173506,Fri May 12 16:05:02 +0000 2017,139,Twitter for iPhone,2085,7495,2017-05-12 16:05:02+00:00,13,10,Albus,None,Chihuahua,0.708163
863553081350529029,Fri May 12 00:46:44 +0000 2017,121,Twitter for iPhone,4446,17170,2017-05-12 00:46:44+00:00,13,10,Neptune,None,groenendael,0.0544548
863432100342583297,Thu May 11 00:01:27 +0000 2017,133,Twitter for iPhone,4232,18210,2017-05-11 00:01:27+00:00,12,10,Belle,None,miniature_schnauzer,0.904549
863427515083354112,Wed May 10 00:08:34 +0000 2017,107,Twitter for iPhone,19912,65971,2017-05-10 00:08:34+00:00,12,10,None,None,Pekinese,0.589011
863079547188785154,Mon May 08 00:54:59 +0000 2017,72,Twitter for iPhone,9231,32181,2017-05-08 00:54:59+00:00,14,10,None,None,komondor,0.999956
863062471531167744,Sun May 07 18:36:02 +0000 2017,138,Twitter for iPhone,3576,15297,2017-05-07 18:36:02+00:00,13,10,Quinn,None,pug,0.146311
862831371563274240,Sat May 06 23:49:50 +0000 2017,96,Twitter for iPhone,3321,14947,2017-05-06 23:49:50+00:00,13,10,Zooey,None,none,0.0
862722525377298433,Sat May 06 22:16:42 +0000 2017,140,Twitter for iPhone,1850,0,2017-05-06 22:16:42+00:00,11,10,Dave,None,none,0.0
862457590147678208,Sat May 06 18:27:40 +0000 2017,58,Twitter for iPhone,676,0,2017-05-06 18:27:40+00:00,13,10,Jersey,None,beagle,0.31911
862096992088072192,Fri May 05 18:36:06 +0000 2017,138,Twitter for iPhone,1850,6702,2017-05-05 18:36:06+00:00,13,10,None,None,Chesapeake_Bay_retriever,0.285508
861383897657036800,Thu May 04 23:34:55 +0000 2017,131,Twitter for iPhone,3057,16523,2017-05-04 23:34:55+00:00,13,10,Hobbes,None,malinois,0.640185
861288531465048066,Thu May 04 17:30:24 +0000 2017,133,Twitter for iPhone,5106,14969,2017-05-04 17:30:24+00:00,13,10,None,None,golden_retriever,0.903529
861005113778896900,Thu May 04 17:01:34 +0000 2017,127,Twitter for iPhone,26617,0,2017-05-04 17:01:34+00:00,12,10,Burt,None,miniature_schnauzer,0.0355366
860563773140209665,Wed May 03 03:17:27 +0000 2017,136,Twitter for iPhone,1360,16780,2017-05-03 03:17:27+00:00,13,10,Lorenzo,None,standard_poodle,0.237638
860524505164394496,Tue May 02 00:04:57 +0000 2017,124,Twitter for iPhone,26181,80158,2017-05-02 00:04:57+00:00,13,10,Carl,None,cocker_spaniel,0.367492
860276583193509888,Mon May 01 15:58:40 +0000 2017,139,Twitter for iPhone,11923,30326,2017-05-01 15:58:40+00:00,12,10,Jordy,None,Chesapeake_Bay_retriever,0.165878
860184849394610176,Mon May 01 01:47:28 +0000 2017,140,Twitter for iPhone,7053,0,2017-05-01 01:47:28+00:00,14,10,None,None,basset,0.605437
859924526012018688,Sun Apr 30 00:02:42 +0000 2017,113,Twitter for iPhone,4242,19422,2017-04-30 00:02:42+00:00,12,10,Milky,None,none,0.0
859851578198683649,Fri Apr 28 23:57:28 +0000 2017,137,Twitter for iPhone,2534,14187,2017-04-28 23:57:28+00:00,13,10,Trooper,None,Chihuahua,0.00563972
859607811541651456,Fri Apr 28 16:08:49 +0000 2017,134,Twitter for iPhone,2260,14456,2017-04-28 16:08:49+00:00,13,10,None,puppo,none,0.0
859196978902773760,Fri Apr 28 00:00:54 +0000 2017,137,Twitter for iPhone,9314,30707,2017-04-28 00:00:54+00:00,12,10,None,None,pug,0.917326
859074603037188101,Thu Apr 27 00:38:11 +0000 2017,137,Twitter for iPhone,1436,5297,2017-04-27 00:38:11+00:00,13,10,None,None,none,0.0
858843525470990336,Wed Apr 26 12:48:51 +0000 2017,28,Twitter for iPhone,16,204,2017-04-26 12:48:51+00:00,13,10,None,doggo,Pembroke,0.82294
858471635011153920,Wed Apr 26 02:41:43 +0000 2017,125,Twitter for iPhone,146,0,2017-04-26 02:41:43+00:00,13,10,Sophie,None,Chihuahua,0.1271779999999999
858107933456039936,Wed Apr 26 00:33:27 +0000 2017,100,Twitter for iPhone,3473,16995,2017-04-26 00:33:27+00:00,12,10,Wyatt,None,none,0.0
857989990357356544,Mon Apr 24 16:22:16 +0000 2017,136,Twitter for iPhone,2534,14787,2017-04-24 16:22:16+00:00,12,10,Rosie,None,Chihuahua,0.803528
857746408056729600,Mon Apr 24 15:13:52 +0000 2017,112,Twitter for iPhone,1651,10800,2017-04-24 15:13:52+00:00,13,10,Thor,None,pug,0.910452
857393404942143489,Sun Apr 23 23:26:03 +0000 2017,165,Twitter for iPhone,15,486,2017-04-23 23:26:03+00:00,13,10,None,None,none,0.0
857263160327368704,Sun Apr 23 23:01:59 +0000 2017,121,Twitter for iPhone,5565,25145,2017-04-23 23:01:59+00:00,13,10,Oscar,None,golden_retriever,0.992758
857214891891077121,Sat Apr 22 19:15:32 +0000 2017,86,Twitter for iPhone,21,302,2017-04-22 19:15:32+00:00,12,10,None,None,Cardigan,0.131544
857029823797047296,Sat Apr 22 18:55:51 +0000 2017,89,Twitter for iPhone,1854,10830,2017-04-22 18:55:51+00:00,12,10,Zeke,None,Siberian_husky,0.424202
856543823941562368,Sat Apr 22 16:18:34 +0000 2017,110,Twitter for iPhone,4799,24224,2017-04-22 16:18:34+00:00,12,10,Callie,None,Pembroke,0.2123429999999999
856526610513747968,Fri Apr 21 16:33:22 +0000 2017,138,Twitter for iPhone,7285,27023,2017-04-21 16:33:22+00:00,14,10,None,None,Chihuahua,0.97399
856288084350160898,Thu Apr 20 19:16:59 +0000 2017,140,Twitter for iPhone,36,0,2017-04-20 19:16:59+00:00,14,10,None,None,golden_retriever,0.539004
856282028240666624,Wed Apr 19 16:25:34 +0000 2017,113,Twitter for iPhone,5328,20608,2017-04-19 16:25:34+00:00,14,10,Cermet,None,basset,0.749394
